listing_id,listing_type,room_type,latitude,longitude,guests,bedrooms,superhost,num_reviews,rating_overall,ttm_revenue_native,ttm_avg_rate_native,ttm_occupancy,ttm_reserved_days,ttm_revpar_native,currency
17419046,Private room in home,private_room,64.1444,-21.933,,,True,210,4.75,4183444.0,19782.9,0.515,188,10217.0,ISK
17440143,Private room in home,private_room,64.1444,-21.9329,,,True,269,4.8,3620015.0,19376.4,0.46,168,9168.4,ISK
17629350,Private room in home,private_room,64.1444,-21.933,,,True,284,4.87,3348415.0,17504.9,0.479,175,8560.2,ISK
17645912,Entire rental unit,entire_home,64.1463,-21.9527,3.0,2.0,False,75,4.87,4556680.0,25308.0,0.488,178,11931.8,ISK
17650867,Entire rental unit,entire_home,64.136,-21.8918,4.0,2.0,False,20,5.0,871662.0,20605.5,0.118,43,2388.1,ISK
17758555,Entire rental unit,entire_home,64.1425,-21.8555,5.0,2.0,True,110,4.9,3902664.0,39450.9,0.268,98,10692.2,ISK
17786911,Entire rental unit,entire_home,64.0996,-21.7756,4.0,3.0,True,91,4.97,2191652.0,34167.9,0.159,58,5640.2,ISK
17807762,Private room in rental unit,private_room,64.1455,-21.9473,4.0,1.0,True,32,4.66,3399427.0,38190.9,0.244,89,9313.5,ISK
17956952,Entire rental unit,entire_home,64.1342,-21.9117,6.0,2.0,False,38,4.79,2133493.0,26854.0,0.222,81,5747.6,ISK
18056781,Private room in rental unit,private_room,64.1379,-21.9565,,,True,375,4.9,473396.0,21092.8,0.06,22,1267.3,ISK
